"","test","proportion","metric","min_diff","mean_diff","max_diff","min_lead","mean_lead","max_lead"
"43","snh",0.6,"num.hesitant.triads.change",0,66.2043138566535,161.388025072568,0.0557033668201203,0.408381938248691,0.98070336682012
"44","snh",0.6,"num.nonvacc.triads.change",0,21.3756670946967,73.0749549516377,0.0119533668201203,0.0565962239629774,0.11820336682012
"45","snh",0.6,"num.vacc.triads.change",4.25281289236869,42.578757648596,102.067509416848,0.0557033668201203,0.514929557296311,0.85570336682012
"46","snh",0.6,"total.num.triads.change",5.31601611546086,44.1988768456889,118.015557763231,0.0557033668201203,0.547072414439168,0.94945336682012
"47","snh",0.6,"hesitant.diameter.change",6.18679411849675,77.0108563130976,149.720417667621,0.0369533668201203,0.360762890629644,0.82445336682012
"48","snh",0.6,"nonvacc.diameter.change",NA,NA,NA,Inf,NA,-Inf
"49","snh",0.6,"vacc.diameter.change",0,90.006448686672,296.291498649639,-0.00679663317987972,0.241120033486787,0.91820336682012
"50","snh",0.8,"mutual.info.change",0.521936142924758,9.40914668024122,29.0538279090371,0.516365223619557,0.770829509333843,0.891365223619557
"51","snh",0.8,"watts.strogatz.hesitant.change",13.1683303388903,73.759424673486,184.606928133305,-0.0461347763804432,0.2404723664767,0.922615223619557
"52","snh",0.8,"watts.strogatz.nonvacc.change",13.5095017148245,70.6769834797112,97.0237359452677,-0.0461347763804432,0.017555699810033,0.0601152236195568
"53","snh",0.8,"watts.strogatz.vacc.change",2.07569313437456,76.2883402590452,336.082254449531,-0.0461347763804432,0.0883890331433664,0.485115223619557
"54","snh",0.8,"watts.strogatz.all.change",1.36353376493245,63.7330473498963,193.731349918384,0.0413652236195568,0.2717223664767,0.672615223619557
"55","snh",0.8,"prob.sick.hesitant.change",1.43480112645642,55.5062793668246,264.834816336219,0.135115223619557,0.297317604571938,0.797615223619557
"56","snh",0.8,"prob.sick.nonvacc.change",NA,NA,NA,Inf,NA,-Inf
"57","snh",0.8,"prob.sick.vacc.change",0.90601217694563,47.8630516448682,154.396333289609,0.166365223619557,0.520234271238605,0.860115223619557
"58","snh",0.8,"HH.join.count.change",3.6654542686308,31.0333265550479,72.8072056046699,0.197615223619557,0.627377128381462,0.922615223619557
"59","snh",0.8,"NN.join.count.change",13.5095017148245,70.6769834797112,97.0237359452677,-0.0461347763804432,0.017555699810033,0.0601152236195568
"60","snh",0.8,"VV.join.count.change",3.31510099922998,16.8891162367927,80.5163480838369,0.297615223619557,0.703865223619557,0.828865223619557
"61","snh",0.8,"HN.join.count.change",10.3039238350481,194.478016406123,313.635615158076,0.610115223619557,0.758924747429081,0.891365223619557
"62","snh",0.8,"HV.join.count.change",0.534160954753708,10.479503550137,41.0850113221033,0.610115223619557,0.758924747429081,0.891365223619557
"63","snh",0.8,"NV.join.count.change",4.7208613296595,43.4487079810141,128.304413700548,0.610115223619557,0.758924747429081,0.891365223619557
"64","snh",0.8,"hesitant.min.conn.comp.size.change",0.866808376581467,65.4564119981458,172.274550599507,0.0726152236195568,0.216365223619557,0.891365223619557
"65","snh",0.8,"hesitant.max.conn.comp.size.change",3.68041430925302,33.1670514392961,85.9606439454627,0.135115223619557,0.591067604571938,0.891365223619557
"66","snh",0.8,"hesitant.avg.conn.comp.size.change",3.68041430925302,37.2796188325726,94.5315011992345,0.135115223619557,0.515174747429081,0.922615223619557
"67","snh",0.8,"hesitant.number.conn.comps.change",0.541972714326666,14.7576901299384,41.6858531238941,0.485115223619557,0.720234271238605,0.860115223619557
"68","snh",0.8,"nonvacc.min.conn.comp.size.change",0.740761073991176,47.8456959795471,138.828057849088,-0.00238477638044318,0.470531890286224,0.922615223619557
"69","snh",0.8,"nonvacc.max.conn.comp.size.change",0.740761073991176,47.8456959795471,138.828057849088,-0.00238477638044318,0.470531890286224,0.922615223619557
"70","snh",0.8,"nonvacc.avg.conn.comp.size.change",7.38007265533551,55.0513945882114,145.59425511076,-0.00238477638044318,0.470531890286224,0.922615223619557
"71","snh",0.8,"nonvacc.number.conn.comps.change",7.74965232217669,52.8004559607909,108.290973370023,-0.00238477638044318,0.470531890286224,0.922615223619557
"72","snh",0.8,"vacc.min.conn.comp.size.change",0.528448335965663,11.3865578612217,40.6456250182243,0.547615223619557,0.761900937905271,0.891365223619557
"73","snh",0.8,"vacc.max.conn.comp.size.change",0.534160954753708,10.6596731270931,41.0850113221033,0.547615223619557,0.760412842667176,0.891365223619557
"74","snh",0.8,"vacc.avg.conn.comp.size.change",0.528448335965663,11.3865578612217,40.6456250182243,0.547615223619557,0.761900937905271,0.891365223619557
"75","snh",0.8,"vacc.number.conn.comps.change",17.6131837056179,204.364282208644,581.2225618653,-0.0773847763804432,-0.0223252525709194,0.0413652236195568
"76","snh",0.8,"hesitant.min.chamber.size.change",NA,NA,NA,Inf,NA,-Inf
"77","snh",0.8,"hesitant.max.chamber.size.change",NA,NA,NA,Inf,NA,-Inf
"78","snh",0.8,"hesitant.avg.chamber.size.change",NA,NA,NA,Inf,NA,-Inf
"79","snh",0.8,"hesitant.number.chambers.change",NA,NA,NA,Inf,NA,-Inf
"80","snh",0.8,"nonvacc.min.chamber.size.change",13.5095017148245,70.6769834797112,97.0237359452677,-0.0461347763804432,0.017555699810033,0.0601152236195568
"81","snh",0.8,"nonvacc.max.chamber.size.change",13.5095017148245,70.6769834797112,97.0237359452677,-0.0461347763804432,0.017555699810033,0.0601152236195568
"82","snh",0.8,"nonvacc.avg.chamber.size.change",13.5095017148245,70.6769834797112,97.0237359452677,-0.0461347763804432,0.017555699810033,0.0601152236195568
"83","snh",0.8,"nonvacc.number.chambers.change",13.5095017148245,70.6769834797112,97.0237359452677,-0.0461347763804432,0.017555699810033,0.0601152236195568
"84","snh",0.8,"vacc.min.chamber.size.change",0.720946568586122,38.5498039666436,97.3257400797392,0.0726152236195568,0.537496176000509,0.922615223619557
"85","snh",0.8,"vacc.max.chamber.size.change",0.541972714326666,9.27355690419542,41.6858531238941,0.610115223619557,0.764877128381462,0.860115223619557
"86","snh",0.8,"vacc.avg.chamber.size.change",0.627287956257577,30.6568111786251,111.341274943583,0.135115223619557,0.598805699810033,0.860115223619557
"87","snh",0.8,"vacc.number.chambers.change",0.860268944820269,46.2214178293817,123.947847736386,0.0726152236195568,0.438686652190986,0.922615223619557
"88","snh",0.8,"hesitant.opinion.change.change",0.545964906706612,13.6574966282084,30.3914006700895,0.578865223619557,0.720234271238605,0.828865223619557
"89","snh",0.8,"nonvacc.opinion.change.change",NA,NA,NA,Inf,NA,-Inf
"90","snh",0.8,"vacc.opinion.change.change",0.531289289756407,12.1139772711294,29.5744753524809,0.641365223619557,0.733627128381462,0.797615223619557
"91","snh",0.8,"total.opinion.change.change",0.526571186126376,12.4890784760738,29.3118398312929,0.641365223619557,0.733627128381462,0.797615223619557
"92","snh",0.8,"num.hesitant.triads.change",2.17554909607177,84.7155148914744,193.823828869746,-0.0211347763804432,0.205353318857652,0.891365223619557
"93","snh",0.8,"num.nonvacc.triads.change",13.5095017148245,70.6769834797112,97.0237359452677,-0.0461347763804432,0.017555699810033,0.0601152236195568
"94","snh",0.8,"num.vacc.triads.change",0.750512059037188,29.7131029630561,133.213094050576,0.135115223619557,0.507436652190986,0.891365223619557
"95","snh",0.8,"total.num.triads.change",0.750512059037188,30.603571397374,133.213094050576,0.135115223619557,0.507734271238605,0.797615223619557
"96","snh",0.8,"hesitant.diameter.change",5.31334612814784,56.0485325730399,167.407352032763,-0.00238477638044318,0.329460461714795,0.891365223619557
"97","snh",0.8,"nonvacc.diameter.change",NA,NA,NA,Inf,NA,-Inf
"98","snh",0.8,"vacc.diameter.change",10.9681567860256,126.624322021773,336.408083010103,-0.0523847763804432,0.205650937905271,0.922615223619557
"99","snh",1,"mutual.info.change",NA,NA,NA,0.73070336682012,0.845286700153453,0.91820336682012
"100","snh",1,"watts.strogatz.hesitant.change",NA,NA,NA,0.0369533668201203,0.441120033486787,0.98070336682012
"101","snh",1,"watts.strogatz.nonvacc.change",NA,NA,NA,0.00570336682012029,0.059870033486787,0.11820336682012
"102","snh",1,"watts.strogatz.vacc.change",NA,NA,NA,0.00570336682012029,0.212548604915358,0.88695336682012
"103","snh",1,"watts.strogatz.all.change",NA,NA,NA,0.0557033668201203,0.323560509677263,0.69945336682012
"104","snh",1,"prob.sick.hesitant.change",NA,NA,NA,0.13070336682012,0.307489081105834,0.98070336682012
"105","snh",1,"prob.sick.nonvacc.change",NA,NA,NA,Inf,NA,-Inf
"106","snh",1,"prob.sick.vacc.change",NA,NA,NA,0.19320336682012,0.48695336682012,0.94945336682012
"107","snh",1,"HH.join.count.change",NA,NA,NA,0.51195336682012,0.732191462058215,0.94945336682012
"108","snh",1,"NN.join.count.change",NA,NA,NA,0.00570336682012029,0.059870033486787,0.11820336682012
"109","snh",1,"VV.join.count.change",NA,NA,NA,0.60570336682012,0.809572414439168,0.94945336682012
"110","snh",1,"HN.join.count.change",NA,NA,NA,0.0432033668201203,0.260465271582025,0.79320336682012
"111","snh",1,"HV.join.count.change",NA,NA,NA,0.66820336682012,0.825941462058215,0.98070336682012
"112","snh",1,"NV.join.count.change",NA,NA,NA,0.0369533668201203,0.568500985867739,0.98070336682012
"113","snh",1,"hesitant.min.conn.comp.size.change",NA,NA,NA,0.19320336682012,0.50897717634393,0.98070336682012
"114","snh",1,"hesitant.max.conn.comp.size.change",NA,NA,NA,0.51195336682012,0.729215271582025,0.94945336682012
"115","snh",1,"hesitant.avg.conn.comp.size.change",NA,NA,NA,0.51195336682012,0.729215271582025,0.94945336682012
"116","snh",1,"hesitant.number.conn.comps.change",NA,NA,NA,0.63695336682012,0.814036700153453,0.94945336682012
"117","snh",1,"nonvacc.min.conn.comp.size.change",NA,NA,NA,0.0369533668201203,0.595584319201072,0.98070336682012
"118","snh",1,"nonvacc.max.conn.comp.size.change",NA,NA,NA,0.0369533668201203,0.595584319201072,0.98070336682012
"119","snh",1,"nonvacc.avg.conn.comp.size.change",NA,NA,NA,0.0369533668201203,0.567905747772501,0.98070336682012
"120","snh",1,"nonvacc.number.conn.comps.change",NA,NA,NA,0.0369533668201203,0.540822414439168,0.98070336682012
"121","snh",1,"vacc.min.conn.comp.size.change",NA,NA,NA,0.66820336682012,0.834870033486787,0.98070336682012
"122","snh",1,"vacc.max.conn.comp.size.change",NA,NA,NA,0.66820336682012,0.825941462058215,0.98070336682012
"123","snh",1,"vacc.avg.conn.comp.size.change",NA,NA,NA,0.66820336682012,0.834870033486787,0.98070336682012
"124","snh",1,"vacc.number.conn.comps.change",NA,NA,NA,-0.00679663317987972,0.0250486049153584,0.0682033668201203
"125","snh",1,"hesitant.min.chamber.size.change",NA,NA,NA,Inf,NA,-Inf
"126","snh",1,"hesitant.max.chamber.size.change",NA,NA,NA,Inf,NA,-Inf
"127","snh",1,"hesitant.avg.chamber.size.change",NA,NA,NA,Inf,NA,-Inf
"128","snh",1,"hesitant.number.chambers.change",NA,NA,NA,Inf,NA,-Inf
"129","snh",1,"nonvacc.min.chamber.size.change",NA,NA,NA,0.00570336682012029,0.059870033486787,0.11820336682012
"130","snh",1,"nonvacc.max.chamber.size.change",NA,NA,NA,0.00570336682012029,0.059870033486787,0.11820336682012
"131","snh",1,"nonvacc.avg.chamber.size.change",NA,NA,NA,0.00570336682012029,0.059870033486787,0.11820336682012
"132","snh",1,"nonvacc.number.chambers.change",NA,NA,NA,0.00570336682012029,0.059870033486787,0.11820336682012
"133","snh",1,"vacc.min.chamber.size.change",NA,NA,NA,0.19320336682012,0.61195336682012,0.88695336682012
"134","snh",1,"vacc.max.chamber.size.change",NA,NA,NA,0.66820336682012,0.814036700153453,0.94945336682012
"135","snh",1,"vacc.avg.chamber.size.change",NA,NA,NA,0.28695336682012,0.703322414439168,0.91820336682012
"136","snh",1,"vacc.number.chambers.change",NA,NA,NA,0.19320336682012,0.512846223962977,0.82445336682012
"137","snh",1,"hesitant.opinion.change.change",NA,NA,NA,0.63695336682012,0.808084319201072,0.91820336682012
"138","snh",1,"nonvacc.opinion.change.change",NA,NA,NA,Inf,NA,-Inf
"139","snh",1,"vacc.opinion.change.change",NA,NA,NA,0.69945336682012,0.830405747772501,0.98070336682012
"140","snh",1,"total.opinion.change.change",NA,NA,NA,0.69945336682012,0.837846223962977,0.98070336682012
"141","snh",1,"num.hesitant.triads.change",NA,NA,NA,0.0369533668201203,0.371774795391549,0.76195336682012
"142","snh",1,"num.nonvacc.triads.change",NA,NA,NA,0.00570336682012029,0.059870033486787,0.11820336682012
"143","snh",1,"num.vacc.triads.change",NA,NA,NA,0.19320336682012,0.587846223962977,0.91820336682012
"144","snh",1,"total.num.triads.change",NA,NA,NA,0.19320336682012,0.587846223962977,0.91820336682012
"145","snh",1,"hesitant.diameter.change",NA,NA,NA,0.0682033668201203,0.505108128724882,0.94945336682012
"146","snh",1,"nonvacc.diameter.change",NA,NA,NA,Inf,NA,-Inf
"147","snh",1,"vacc.diameter.change",NA,NA,NA,-0.00679663317987972,0.244691462058215,0.73070336682012
