"","phys_S_mean","phys_I_mean","phys_R_mean","phys_V_mean","soc_N_mean","soc_V_mean","joint_dist_VS_mean","joint_dist_VI_mean","joint_dist_VR_mean","joint_dist_VV_mean","joint_dist_NS_mean","joint_dist_NI_mean","joint_dist_NR_mean","joint_dist_NV_mean","mutual_info_mean","vacc_modularity_mean","nonvacc_modularity_mean","total_modularity_mean","watts_strogatz_nonvacc_mean","watts_strogatz_vacc_mean","watts_strogatz_all_mean","moran_i_mean","geary_c_mean","getis_ord_mean","prob_sick_nonvacc_mean","prob_sick_vacc_mean","NN_join_count_mean","NV_join_count_mean","VV_join_count_mean","vacc_min_conn_comp_size_mean","vacc_max_conn_comp_size_mean","vacc_avg_conn_comp_size_mean","vacc_number_conn_comps_mean","nonvacc_min_conn_comp_size_mean","nonvacc_max_conn_comp_size_mean","nonvacc_avg_conn_comp_size_mean","nonvacc_number_conn_comps_mean","vacc_min_chamber_size_mean","vacc_max_chamber_size_mean","vacc_avg_chamber_size_mean","vacc_number_chambers_mean","nonvacc_min_chamber_size_mean","nonvacc_max_chamber_size_mean","nonvacc_avg_chamber_size_mean","nonvacc_number_chambers_mean","nonvacc_opinion_change_mean","vacc_opinion_change_mean","total_opinion_change_mean","ratio_nonvacc_infected_neighbours_mean","ratio_vacc_infected_neighbours_mean","ratio_sec_to_all_infs_full_sim_mean","ratio_sec_to_all_infs_at_the_end_mean","phys_S_sd","phys_I_sd","phys_R_sd","phys_V_sd","soc_N_sd","soc_V_sd","joint_dist_VS_sd","joint_dist_VI_sd","joint_dist_VR_sd","joint_dist_VV_sd","joint_dist_NS_sd","joint_dist_NI_sd","joint_dist_NR_sd","joint_dist_NV_sd","mutual_info_sd","vacc_modularity_sd","nonvacc_modularity_sd","total_modularity_sd","watts_strogatz_nonvacc_sd","watts_strogatz_vacc_sd","watts_strogatz_all_sd","moran_i_sd","geary_c_sd","getis_ord_sd","prob_sick_nonvacc_sd","prob_sick_vacc_sd","NN_join_count_sd","NV_join_count_sd","VV_join_count_sd","vacc_min_conn_comp_size_sd","vacc_max_conn_comp_size_sd","vacc_avg_conn_comp_size_sd","vacc_number_conn_comps_sd","nonvacc_min_conn_comp_size_sd","nonvacc_max_conn_comp_size_sd","nonvacc_avg_conn_comp_size_sd","nonvacc_number_conn_comps_sd","vacc_min_chamber_size_sd","vacc_max_chamber_size_sd","vacc_avg_chamber_size_sd","vacc_number_chambers_sd","nonvacc_min_chamber_size_sd","nonvacc_max_chamber_size_sd","nonvacc_avg_chamber_size_sd","nonvacc_number_chambers_sd","nonvacc_opinion_change_sd","vacc_opinion_change_sd","total_opinion_change_sd","ratio_nonvacc_infected_neighbours_sd","ratio_vacc_infected_neighbours_sd","ratio_sec_to_all_infs_full_sim_sd","ratio_sec_to_all_infs_at_the_end_sd","instance","N","social_topology","social_degree","physical_topology","physical_degree","infec_prob","social_norm","importation","initial_vacc_proportion","random_opinion_switch","perceived_vaccine_risk","beta_parameter"
"1188",4.53293413173653,0.00199600798403194,953.410179640719,9042.05489021956,6.23552894211577,9993.76447105788,0,0.00199600798403194,953.236526946108,9040.52594810379,4.53293413173653,0,0.173652694610778,1.52894211576846,0.00527026750499002,1.27484691616766e-06,1.27484691616766e-06,0,0,0.00300306140718563,0.00300118896207585,-1.99212716566866,0.997752623752495,0.00299513021956088,0.0248062686626747,0.095383373752495,0.19061876247505,186.00499001996,149569.804391218,9993.76447105788,9993.76447105788,9993.76447105788,1,1,1.18263473053892,1.09131736526946,6.04491017964072,9809.33233532934,9809.33233532934,9809.33233532934,1,0,0,0,0,52.4311377245509,73959.750499002,74012.1816367265,2.59493013972056e-07,2.59493013972056e-07,NA,0,0.680620729133809,0.0315595941677319,49.9429865436932,49.9655433046282,1.5859647304145,1.5859647304145,0,0.0315595941677319,49.9323181631596,49.9465375747678,0.680620729133809,0,0.41308963727631,1.29304441075333,0.00074615502949822,3.02522669884415e-06,3.02522669884415e-06,0,0,2.0414366475439e-06,2.09517971310383e-06,0.148904418836108,0.0744666748162133,2.70695102981395e-07,0.0587963599972667,0.00499656843523904,0.452278042052898,49.1626625405423,49.3559695567735,1.5859647304145,1.5859647304145,1.5859647304145,0,0,0.42844935497017,0.214224677485085,1.44416028615357,49.7763567815661,49.7763567815661,49.7763567815661,0,0,0,0,0,16.4012928872789,1590.37193890676,1591.71257950813,4.10293659937015e-06,4.10293659937015e-06,NA,0,NA,10000,"random",30,"random",30,0.8,1.375,0.00025,0.05,1e-04,-0.6875,1
"1189",389.334331337325,7.68063872255489,9385.49301397206,217.492015968064,9998.79740518962,1.20259481037924,0,0,1.1377245508982,0.0648702594810379,389.334331337325,7.68063872255489,9384.35528942116,217.427145708583,3.47421427045908e-05,2.2069627744511e-07,2.2069627744511e-07,0,0.00296421630738523,0,0.00296385987025948,0.000860885291826082,1.00342194224377,0.0107242991619667,0.939316512974052,0.948021171854281,149505.503992016,35.9630738522954,0.0329341317365269,0.681636726546906,0.703592814371258,0.692614770459082,1.16966067864271,9998.79740518962,9998.79740518962,9998.79740518962,1,0,0,0,0,9962.91017964072,9962.91017964072,9962.91017964072,1,60961.5469061876,8.28443113772455,60969.8313373253,0.000768436232734531,0.000768436232734531,NA,0.95673171745037,48.3809653160322,13.6213389824217,49.8221054795203,8.37072727185789,1.15749150306404,1.15749150306404,0,0,1.11878122704989,0.249629216897615,48.3809653160322,13.6213389824217,49.8218918906366,8.36561108527125,9.96624594137054e-05,1.3070121616109e-06,1.3070121616109e-06,0,8.99763488568496e-07,0,9.72590027026892e-07,0.0051381516517183,0.147626690761872,0.0581678275719826,0.00490329191741058,0.18200784946357,34.9402749481222,34.8816330786676,0.195100749711719,0.490586128379334,0.527289624996997,0.503479488437777,1.11167040021959,1.15749150306404,1.15749150306404,1.15749150306404,0,0,0,0,0,35.8757376710605,35.8757376710605,35.8757376710605,0,596.901139086864,8.7995806969809,596.879580608744,0.00136837827566792,0.00136837827566792,NA,0.0486038042064545,NA,10000,"random",30,"random",30,0.8,1.375,0.00025,0.05,1e-04,0.6875,1
"1190",4.45409181636727,0.00399201596806387,830.743512974052,9164.79840319361,5.87225548902196,9994.12774451098,0,0.00399201596806387,830.61377245509,9163.50998003992,4.45409181636727,0,0.129740518962076,1.28842315369261,0.00523241553892216,9.9023251497006e-07,9.9023251497006e-07,0,0,0.00301708718562874,0.00301531561876248,-2.00046746506986,1.00171789021956,0.00300777577844311,0.0191640565868263,0.0831106134730539,0.148702594810379,176.629740518962,150212.221556886,9994.12774451098,9994.12774451098,9994.12774451098,1,1,1.14271457085828,1.07135728542914,5.72355289421158,9818.86327345309,9818.86327345309,9818.86327345309,1,0,0,0,0,50.4321357285429,76759.6516966068,76810.0838323353,4.46724550898204e-07,4.46724550898204e-07,NA,0,0.656086445484276,0.0445424733948144,49.9833250801323,50.0533724400825,1.40390836234715,1.40390836234715,0,0.0445424733948144,49.9804248487762,50.0591221231888,0.656086445484276,0,0.367246461985989,1.13239828508289,0.000729797587712306,2.79998616525217e-06,2.79998616525217e-06,0,0,1.90746754257273e-06,1.95680131274905e-06,0.157489652671623,0.0787185758363709,2.66310117319764e-07,0.0544624019712363,0.00500134127403736,0.420450690200811,44.2167096768774,44.3699055057132,1.40390836234715,1.40390836234715,1.40390836234715,0,0,0.395407421724769,0.197703710862384,1.29703114356793,44.8139010709699,44.8139010709699,44.8139010709699,0,0,0,0,0,14.9118525106856,1521.38361525603,1521.33736233632,5.00744751095566e-06,5.00744751095566e-06,NA,0,NA,10000,"random",30,"random",30,0.8,1.5,0.00025,0.05,1e-04,-0.6875,1
"1191",385.587824351297,7.73552894211577,9181.50299401198,425.173652694611,9998.7624750499,1.2375249500998,0,0,1.14471057884232,0.092814371257485,385.587824351297,7.73552894211577,9180.35828343313,425.080838323353,4.11512614471058e-05,1.0678618762475e-07,1.0678618762475e-07,0,0.0029664480738523,0,0.00296608108782435,0.000336470081753506,0.993637898111372,0.00575742454405447,0.918923141716567,0.922444819858961,149569.922155689,36.561876247505,0.0159680638722555,0.706586826347305,0.717564870259481,0.712075848303393,1.22155688622754,9998.7624750499,9998.7624750499,9998.7624750499,1,0,0,0,0,9962.26347305389,9962.26347305389,9962.26347305389,1,22227.496007984,4.03293413173653,22231.5289421158,0.00077801039750499,0.00077801039750499,NA,0.955499015695108,48.2852802136775,14.1609568783124,49.3362109048694,22.6199400379273,1.12674519116253,1.12674519116253,0,0,1.08616756125569,0.301455084917637,48.2852802136775,14.1609568783124,49.3572089701888,22.6262168114487,9.95215039166218e-05,8.37489049415252e-07,8.37489049415252e-07,0,8.64449447735584e-07,0,9.2524207670279e-07,0.00347945010103037,0.15677948054407,0.0442165849939875,0.00489320859196062,0.224359132528504,33.5645582176907,33.5368110513146,0.125222820478811,0.465608375825248,0.483892783858397,0.471970523450209,1.10325281716761,1.12674519116253,1.12674519116253,1.12674519116253,0,0,0,0,0,34.5192742203573,34.5192742203573,34.5192742203573,0,609.699169259532,4.07291823785803,609.801348598816,0.00142950761099829,0.00142950761099829,NA,0.0714539638047941,NA,10000,"random",30,"random",30,0.8,1.5,0.00025,0.05,1e-04,0.6875,1
"1192",4.39321357285429,0.00399201596806387,947.458083832335,9048.14471057884,5.79241516966068,9994.20758483034,0,0.000998003992015968,947.350299401198,9046.85628742515,4.39321357285429,0.0029940119760479,0.107784431137725,1.28842315369261,0.00517885306387226,9.59970518962076e-07,9.59970518962076e-07,0,0,0.0029928980239521,0.00299116451097804,-2.00044048902196,1.00166116367265,0.00299929791417166,0.01666355,0.0947900856287425,0.143712574850299,173.665668662675,149791.190618762,9994.20758483034,9994.20758483034,9994.20758483034,1,1,1.13173652694611,1.06586826347305,5.64870259481038,9821.92614770459,9821.92614770459,9821.92614770459,1,0,0,0,0,46.8223552894212,70907.0359281437,70953.8582834331,4.49809580838323e-07,4.49809580838323e-07,NA,0,0.606883664529357,0.0445424733948144,49.9715119803569,50.0103625852717,1.45945794848134,1.45945794848134,0,0.0223383525804385,49.9361593263229,49.9869722074302,0.606883664529357,0.0386137017659775,0.329072246005365,1.23484525187474,0.000691445044257419,2.84639015380278e-06,2.84639015380278e-06,0,0,1.86320624097804e-06,1.92210787561689e-06,0.151933327591822,0.0759216581749568,2.53076822939995e-07,0.0496321615775833,0.00499673113156662,0.426035412261711,45.3528508602795,45.5237696005066,1.45945794848134,1.45945794848134,1.45945794848134,0,0,0.373951183375464,0.186975591687732,1.33470260290585,45.8730049279529,45.8730049279529,45.8730049279529,0,0,0,0,0,14.5769057996196,1531.32495589578,1532.75088375891,5.05189014188037e-06,5.05189014188037e-06,NA,0,NA,10000,"random",30,"random",30,0.8,1.625,0.00025,0.05,1e-04,-0.6875,1
"1193",386.863606121091,7.88223552894212,9430.83499667332,174.419161676647,9998.75382568197,1.24617431803061,0,0,1.17697937458417,0.0691949434464404,386.863606121091,7.88223552894212,9429.65801729874,174.3499667332,3.85564834464405e-05,2.17446946107784e-07,2.17446946107784e-07,0,0.0029730944510978,0,0.00297272393213573,0.000815571771252085,1.00399094892117,0.0107949219155233,0.943871639387891,0.946816343249933,149962.513639388,37.4537591483699,0.0326014637391883,0.714570858283433,0.73519627411843,0.724883566200931,1.21357285429142,9998.75382568197,9998.75382568197,9998.75382568197,1,0,0,0,0,9961.35861610113,9961.35861610113,9961.35861610113,1,40024.1676646707,6.17631403858949,40030.3439787093,0.000788734768928809,0.000788734768928809,NA,0.950998075508594,48.8273377987624,13.56492730856,49.3457346393711,4.44237497727038,1.12758955746942,1.12758955746942,0,0,1.08699192624543,0.266770281901216,48.8273377987624,13.56492730856,49.4086418394962,4.44923099848386,0.000117606969073094,1.40135400453052e-06,1.40135400453052e-06,0,8.51295940999056e-07,0,9.13167226371239e-07,0.00513839257205834,0.154295260187592,0.0601322333820789,0.00487197967226642,0.187226619613738,34.3557086270634,34.2936794495801,0.210114793374534,0.479046135279503,0.517689961090745,0.492072966843215,1.08166962301129,1.12758955746942,1.12758955746942,1.12758955746942,0,0,0,0,0,35.2979583068201,35.2979583068201,35.2979583068201,0,617.754561641638,6.08608184386546,617.92308366603,0.00136261803399941,0.00136261803399941,NA,0.0769305702318761,NA,10000,"random",30,"random",30,0.8,1.625,0.00025,0.05,1e-04,0.6875,1
"1194",4.38922155688623,0,823.792415169661,9171.81836327345,5.87225548902196,9994.12774451098,0,0,823.658682634731,9170.46906187625,4.38922155688623,0,0.13373253493014,1.34930139720559,0.00515211681636727,7.78935878243513e-07,7.78935878243513e-07,0,0,0.00300201804391218,0.00300025506986028,-2.0025021756487,1.00258425948104,0.0030029348502994,0.0198170821357285,0.0824142848303393,0.116766467065868,176.416167664671,149970.467065868,9994.12774451098,9994.12774451098,9994.12774451098,1,1,1.11077844311377,1.05538922155689,5.75548902195609,9819.05788423154,9819.05788423154,9819.05788423154,1,0,0,0,0,49.5229540918164,74308.253493014,74357.7764471058,0,0,NA,NA,0.606705631026389,0,49.9757274080768,50.0085815524186,1.4051565751681,1.4051565751681,0,0,49.9639875653974,50.0225841396884,0.606705631026389,0,0.382004254452237,1.16059929515736,0.000686872894348536,2.60899265485671e-06,2.60899265485671e-06,0,0,1.93672345025388e-06,1.98121344249795e-06,0.157820766870235,0.0789774891344397,2.72950877922508e-07,0.0549204245949435,0.00499968480142213,0.391017826884217,44.0896098799693,44.2222692253194,1.4051565751681,1.4051565751681,1.4051565751681,0,0,0.369059383084333,0.184529691542166,1.32201043000152,44.6624757619912,44.6624757619912,44.6624757619912,0,0,0,0,0,14.6038560773279,1544.72509983969,1544.769826387,0,0,NA,NA,NA,10000,"random",30,"random",30,0.8,1.75,0.00025,0.05,1e-04,-0.6875,1
"1195",375.021956087824,7.44910179640719,9513.16367265469,104.365269461078,9998.89520958084,1.10479041916168,0,0.000998003992015968,1.04790419161677,0.0558882235528942,375.021956087824,7.44810379241517,9512.11576846307,104.309381237525,3.61764693812375e-05,9.31232235528942e-08,9.31232235528942e-08,0,0.00308500270459082,0,0.0030846618762475,0.000247660519348505,1.00619471472125,0.00415341731997677,0.952061522954092,0.947793270688153,150086.021956088,33.4640718562874,0.0139720558882236,0.664670658682635,0.676646706586826,0.67065868263473,1.09081836327345,9998.89520958084,9998.89520958084,9998.89520958084,1,0,0,0,0,9965.48502994012,9965.48502994012,9965.48502994012,1,91491.2345309381,11.189620758483,91502.4241516966,0.000749506271956088,0.000749506271956088,NA,0.953873898478443,49.3167470612781,13.4081470318408,49.6272231690297,3.75477815524285,1.07773665714939,1.07773665714939,0,0.0223383525804385,1.04955873897957,0.228897385050329,49.3167470612781,13.4064157722779,49.7143558270283,3.74334353574699,0.000120183386629392,8.31159733232359e-07,8.31159733232359e-07,0,8.63359928998105e-07,0,9.36786221416576e-07,0.00307139245662403,0.160731640009966,0.0349731953491255,0.00493816156295434,0.193628530458852,33.301133392372,33.2694233291218,0.124700871680307,0.476715672677008,0.499126862438813,0.484494895080942,1.05073977377966,1.07773665714939,1.07773665714939,1.07773665714939,0,0,0,0,0,34.2268710837312,34.2268710837312,34.2268710837312,0,596.260705897412,11.8174504986659,596.519906959918,0.00134341115012299,0.00134341115012299,NA,0.0872551075061021,NA,10000,"random",30,"random",30,0.8,1.75,0.00025,0.05,1e-04,0.6875,1
"1196",4.31137724550898,0.00399201596806387,951.473053892216,9044.21157684631,5.6187624750499,9994.38123752495,0,0.00399201596806387,951.350299401198,9043.02694610778,4.31137724550898,0,0.122754491017964,1.18463073852295,0.00510761723552894,6.52769570858283e-07,6.52769570858283e-07,0,0,0.00305961313373253,0.00305789394211577,-1.99293740518962,0.997685104790419,0.00299972209580838,0.019219502994012,0.095188927245509,0.0978043912175649,167.843313373253,149817.558882236,9994.38123752495,9994.38123752495,9994.38123752495,1,1,1.09081836327345,1.04540918163673,5.52095808383234,9827.78443113772,9827.78443113772,9827.78443113772,1,0,0,0,0,44.8852295409182,69837.9491017964,69882.8343313373,3.5643253493014e-07,3.5643253493014e-07,NA,0,0.542574812961175,0.0631191883354638,49.9829400936755,50.0082034143129,1.30852472360357,1.30852472360357,0,0.0631191883354638,49.9746665493104,50.0110648786581,0.542574812961175,0,0.340103784525293,1.14293799748782,0.000637186410477971,2.24970580347614e-06,2.24970580347614e-06,0,0,1.88481816861864e-06,1.90624176912364e-06,0.154399477441103,0.0771286552692286,2.51585352745314e-07,0.0538441657658957,0.00500091650816418,0.336992035754613,40.8860812208514,40.9974143223742,1.30852472360357,1.30852472360357,1.30852472360357,0,0,0.306589173884898,0.153294586942449,1.22702427631309,41.4674595567648,41.4674595567648,41.4674595567648,0,0,0,0,0,13.5650697149736,1520.54177364423,1521.45307527244,5.63568194143613e-06,5.63568194143613e-06,NA,0,NA,10000,"random",30,"random",30,0.8,1.875,0.00025,0.05,1e-04,-0.6875,1
"1197",401.409181636727,7.39720558882236,9440.59381237525,150.599800399202,9998.87724550898,1.12275449101796,0,0.000998003992015968,1.05189620758483,0.0698602794411178,401.409181636727,7.39620758483034,9439.54191616767,150.52994011976,4.07498790718563e-05,8.66952395209581e-08,8.66952395209581e-08,0,0.00298912027944112,0,0.00298878474051896,0.000184227497897757,1.01879096139097,0.00318207326321569,0.944799840319361,0.937335220295798,149734.325349301,34.1616766467066,0.0129740518962076,0.682634730538922,0.694610778443114,0.688622754491018,1.10978043912176,9998.87724550898,9998.87724550898,9998.87724550898,1,0,0,0,0,9964.77145708583,9964.77145708583,9964.77145708583,1,108577.368263473,12.9620758483034,108590.330339321,0.000742137134530938,0.000742137134530938,NA,0.948801618265668,68.6446311933889,17.2377094581876,68.447214662151,2.33820253990133,1.05591020792446,1.05591020792446,0,0.0223383525804385,1.02454694620339,0.257670792340284,68.6446311933889,17.2311344888785,68.4572598169322,2.34351675389225,0.000123510769028065,9.27783966870634e-07,9.27783966870634e-07,0,8.47194882530233e-07,0,9.05917586754153e-07,0.0029363648646807,0.151227682212646,0.0275431758159757,0.00683373745738331,0.209346506294337,32.635017790293,32.6015660350492,0.138834820158308,0.467786724956461,0.496037297241625,0.477035340975458,1.03175948084389,1.05591020792446,1.05591020792446,1.05591020792446,0,0,0,0,0,33.5374347250862,33.5374347250862,33.5374347250862,0,590.6394331837,13.4035872334131,590.589009474307,0.0017242773698865,0.0017242773698865,NA,0.110943437675641,NA,10000,"random",30,"random",30,0.8,1.875,0.00025,0.05,1e-04,0.6875,1
